"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288"
2024,1,23,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,37,37,37,37,37,38,38,38,38,39,39,39,40,40,40,41,41,41,42,42,43,42,42,43,43,43,43,43,43,46,57,43,43,43,42,42,42,46,55,55,50,50,50,50,54,54,54,53,53,53,50,50,50,49,49,49,49,49,49,49,49,49,49,49,49,46,49,49,49,45,45,45,45,45,45,45,45,45,46,46,46,46,46,50,47,46,45,44,44,49,46,46,46,47,47,47,45,45,45,45,45,45,44,44,44,44,44,44,44,45,46,55,46,47,47,56,56,48,49,57,57,49,49,49,58,58,66,66,65,65,65,65,66,65,68,66,66,69,66,66,68,58,58,68,62,54,52,52,50,51,52,53,54,53,53,52,52,51,52,52,53,53,52,52,53,53,54,54,54,54,54,54,55,56,56,56,56,56,56,56,55,55,54,54,54,54,55,55,56,56,55,55,55,55,55,54,53,53,52,52,52,51,50,50,50,49,48,48,48,48,47,47,47,46,46,47,47,46,46,46,46,46,45,45,45,45,45,44,44,43,43,43,43,44
2024,1,24,44,45,45,45,45,46,47,47,47,47,47,48,48,48,48,47,47,47,47,48,48,48,47,47,47,48,48,48,48,48,48,48,48,49,49,49,49,49,48,48,48,48,48,48,49,49,49,49,48,49,49,49,49,49,49,49,49,50,50,50,51,51,51,51,51,51,52,52,52,52,52,52,51,51,51,51,50,49,47,46,44,44,43,54,70,50,43,43,43,42,42,50,53,53,57,57,57,57,57,57,57,57,53,53,53,53,53,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,48,48,48,45,45,44,45,43,53,53,43,43,43,43,43,43,43,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,46,60,60,60,60,60,60,60,60,60,60,60,60,60,60,53,53,56,56,64,45,45,42,42,43,43,44,44,44,44,44,45,45,45,45,45,45,45,46,46,46,46,46,46,45,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,44,44,44,45,45,46,46,45,46,46,46,45,44,44,43,43,42,43,43,42,42,43,43,44,45,45,46,46,45,44,43,42,42,42,43,44,45,45,46,46,47,47,46
2024,1,25,45,45,44,44,44,43,44,45,46,46,47,47,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,48,48,47,47,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,47,47,47,47,47,47,47,47,46,46,46,46,46,45,45,44,43,42,42,57,45,69,69,69,40,39,39,52,47,47,51,51,51,51,51,51,51,51,51,51,51,51,47,47,47,47,47,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,43,42,42,42,42,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,59,59,59,59,62,62,62,62,62,62,61,61,61,61,58,58,50,50,61,45,42,45,41,41,39,40,40,41,41,41,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,37,37,37,37,37,37,37,36,36,36,36
2024,1,26,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,41,53,53,67,67,37,37,37,37,46,46,45,49,49,49,50,50,50,50,50,50,50,50,50,45,45,45,45,45,46,46,43,43,43,43,43,44,45,45,46,46,47,48,49,51,52,52,51,50,49,49,49,49,49,49,48,46,45,44,44,45,45,46,45,45,46,46,46,46,47,47,48,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,67,67,58,70,70,70,56,53,54,52,53,53,53,54,54,54,54,54,54,54,54,53,52,52,52,52,52,52,53,53,53,54,55,55,55,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,52,52,52,52,51,50,50,49,49,48,47,45,45,45,45,45,44,43,41,41,40,40,39,39,39,39,39,39,38,38,38,38,37,37,36,36,35
2024,1,27,35,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,37,37,37,37,37,38,38,38,39,39,39,40,40,40,41,41,41,42,42,42,42,42,43,43,43,43,49,57,57,70,42,42,42,42,42,50,50,49,53,53,53,53,57,57,57,57,57,57,57,57,46,46,46,46,46,46,46,46,46,46,46,46,45,45,46,46,46,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,42,41,42,42,42,43,43,43,44,44,44,44,44,43,43,43,43,47,47,46,47,46,46,47,47,47,47,46,46,47,46,51,51,52,52,48,48,45,42,43,44,44,44,44,45,45,45,45,45,45,46,46,45,46,46,46,46,46,46,47,46,46,46,46,46,45,46,45,45,45,45,45,45,45,44,44,44,45,44,44,44,44,44,43,43,43,43,42,42,42,41,41,41,41,41,40,40,40,40,39,39,39,39,38,38,38,38,38,37,37,37,37,37,36,37,36,36,36,36,36,35,35,35
2024,1,28,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,36,36,36,36,36,37,37,37,37,38,38,38,38,38,39,39,39,39,39,40,40,40,40,41,41,41,42,42,41,56,56,40,44,43,39,39,40,45,46,47,55,55,54,54,54,54,54,54,54,53,53,53,53,56,48,48,48,48,49,49,49,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,45,45,45,45,46,46,45,46,46,46,45,46,46,46,46,46,47,47,48,48,49,49,50,50,50,50,49,49,50,50,50,50,50,50,50,51,54,54,54,54,54,55,55,55,55,56,56,56,56,68,68,60,60,71,71,72,55,55,53,54,54,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,55,54,54,54,53,52,51,51,51,50,50,50,49,49,48,48,48,48,45,42,40,40,40,41,41,41,41,41,41,41,42,44,44,43,41,39,38,37,36,36,36,35,35,35,35,35,35,35
2024,1,29,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,36,36,36,36,36,36,37,37,37,37,38,38,38,38,39,39,39,39,39,40,40,40,40,40,41,41,41,41,48,45,45,69,56,69,41,41,41,49,49,49,48,48,49,49,49,49,49,49,49,49,49,49,49,48,49,49,49,49,49,49,48,48,48,48,48,48,48,48,49,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,43,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,47,47,47,47,47,47,47,47,47,47,46,47,47,47,61,61,53,64,57,50,45,43,44,44,44,45,45,46,46,46,47,46,47,47,47,47,47,47,47,47,47,47,47,47,46,46,46,46,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,44,43,44,44,44,44,45,45,45,46,46,46,45,44,43,42,41,41,41,41,41,41,41,41,41,43,44,44,43,41,40,40,40,39,39,39,39,39,39,39,37,37,37
2024,1,30,37,37,36,36,36,36,35,35,35,35,35,34,35,37,38,38,38,38,37,36,35,34,34,34,35,36,36,35,34,34,34,34,34,34,35,36,35,35,36,36,36,36,36,36,36,36,35,35,35,35,35,36,36,36,36,36,36,37,37,37,37,37,38,38,38,39,39,39,40,40,40,40,41,41,41,41,41,41,41,41,41,41,53,45,54,57,53,42,42,42,42,49,49,49,49,49,54,54,54,54,54,54,54,54,54,54,54,56,56,57,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,48,48,48,49,48,49,49,49,49,49,49,49,49,49,48,48,56,57,49,56,56,56,56,56,56,56,53,53,53,53,53,53,53,54,54,54,54,54,54,54,53,54,54,55,58,58,57,57,56,56,56,56,56,56,69,69,69,69,69,63,63,69,69,69,69,69,63,63,63,63,63,52,47,47,45,45,44,42,43,43,44,44,44,45,45,45,45,45,45,46,46,47,47,47,48,49,49,49,48,48,48,48,47,46,46,46,45,45,45,45,46,47,47,46,45,45,44,44,44,44,45,45,45,46,45,44,43,43,44,44,45,46,47,47,47,47,46,45,44,44,43,40,38,38,38,38,39,39,38,37,36,36,36,36,36,36,36,35,35,35,35,35
2024,1,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,36,36,37,37,38,38,39,39,39,40,41,42,43,43,43,43,44,45,45,46,46,47,47,47,48,49,48,49,49,50,50,50,50,50,50,51,51,54,58,65,52,52,59,53,53,63,63,63,62,57,56,60,60,60,60,60,60,63,63,63,63,62,62,62,62,61,61,53,53,52,51,51,50,50,49,49,49,49,49,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,43,45,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,45,45,45,45,47,48,49,49,50,50,50,50,51,51,51,51,52,52,52,53,56,56,56,56,57,57,57,58,58,58,58,58,58,58,58,58,58,69,61,62,62,62,58,56,54,54,54,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,53,53,53,53,52,52,51,51,50,50,50,49,49,49,48,48,47,46,46,46,45,44,44,44,43,43,42,42,42,41,41,41,41,42,43,43,42,43,43,43,43,43,43,42,41,41,40,40,39,39,39,40,40,39,39,38,38,38,37,38,38,39,39,40,42,42
2024,2,1,43,45,45,45,44,43,42,40,39,37,36,35,35,34,34,35,36,36,35,35,34,34,35,35,35,35,36,36,36,36,36,35,35,35,35,35,35,35,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,44,53,49,49,66,36,36,36,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,46,46,46,46,46,46,46,47,48,49,49,49,49,49,49,50,50,50,49,47,46,45,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,50,50,50,40,40,50,50,50,51,53,54,63,63,63,63,63,63,64,65,65,65,66,69,70,60,58,60,55,51,50,48,45,45,44,44,43,43,43,42,42,41,41,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,37,37,37,37,37,38,40,41,42,42,41,41,41,41,41,41,41,40,40,40,41,42,43,43,43,43,44,44
2024,2,2,44,44,45,45,45,45,46,48,48,47,47,47,47,47,46,45,44,44,44,44,44,44,44,44,44,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,42,42,41,36,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,37,47,48,34,34,35,35,35,40,39,39,49,49,40,38,40,41,42,41,41,41,42,51,50,50,54,54,54,54,46,46,46,47,46,55,46,54,46,46,46,46,46,46,46,46,45,45,45,45,46,46,46,46,47,47,47,47,47,47,47,47,48,45,48,49,44,44,44,44,44,45,45,44,44,44,45,46,55,55,55,55,55,55,56,55,55,47,47,56,57,57,57,48,49,49,49,50,53,65,66,66,66,66,66,66,66,67,67,67,67,67,67,67,58,58,52,52,53,53,55,52,51,51,51,51,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,54,54,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,51,50,50,49,48,47,47,47,47,46,46,45,45,45,44,44,43,43,43,42,41,40,40,40,39,39,38,37,37,36,36,35,35,34,33,33,33,32,32,31,31
2024,2,3,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,32,32,32,32,32,32,33,33,34,34,34,34,35,35,35,36,36,37,37,37,37,38,38,38,38,38,39,39,39,42,54,42,54,68,68,68,38,50,50,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,55,55,47,47,47,47,47,47,47,47,47,47,47,47,43,43,43,43,43,43,43,55,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,51,51,51,51,51,51,59,59,51,51,51,51,51,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,44,44,45,45,45,45,45,44,44,44,44,44,44,44,45,43,43,44,43,44,47,44,45,43,43,44,45,45,45,45,46,47,48,49,49,49,49,47,47,47,49,50,51,52,52,51,51,50,50,49,49,49,49,49,48,48,47,47,46,45,45,44,44,43,43,42,41,41,40,40,40,39,39,39,39,38,38,38,38,37,37,37,36,36,36,36,36,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34
2024,2,4,34,34,34,34,33,34,34,34,34,34,35,34,35,35,35,35,36,35,35,35,35,35,35,34,34,35,35,35,35,35,34,34,34,35,35,34,34,34,34,34,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,34,34,35,35,35,35,36,36,36,37,37,37,38,38,38,39,39,39,39,39,39,42,43,55,68,55,68,68,68,39,51,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,46,46,46,43,43,43,43,43,43,43,43,42,46,46,43,43,43,43,46,46,46,46,46,46,46,46,43,43,43,43,43,43,43,43,43,43,43,41,42,42,42,42,41,41,41,41,41,42,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,45,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,41,41,42,42,42,45,45,40,41,41,42,42,42,42,42,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,42,42,42,42,42,41,41,41,41,41,41,40,40,40,40,40,39,39,39,39,38,38,38,38,37,37,37,37,36,36,36,36,35,35,35,35,34,34,34,34,34,33,33,33,33,33,32,32,32,32,32,32
2024,2,5,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,33,33,33,34,34,35,35,35,36,36,36,37,37,38,38,38,39,39,39,40,40,40,40,40,53,45,47,55,55,68,69,40,40,51,51,51,51,51,51,51,51,51,52,51,52,51,51,51,47,47,47,47,47,48,48,47,48,48,48,48,48,48,48,48,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,42,43,43,43,43,42,42,42,42,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,46,46,46,46,46,46,46,46,46,46,46,46,45,45,60,60,46,46,43,51,44,44,44,47,44,42,42,42,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,42,42,42,42,41,41,41,41,41,41,40,40,40,40,39,39,39,39,38,38,38,38,37,37,37,37,36,36,36,35,35,35,35,34,34,34,34,34,34,34,33,33,33,33,33,32,32,33,32,32
2024,2,6,32,32,32,32,32,32,32,32,32,32,32,31,31,32,32,31,32,31,31,31,31,31,31,31,31,31,31,31,31,32,32,31,31,31,31,31,32,32,32,31,31,31,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,34,34,34,35,35,35,35,35,36,36,36,37,37,37,37,38,38,38,38,38,41,46,68,68,68,38,38,38,51,51,50,50,50,50,51,51,51,51,51,51,51,51,46,46,46,46,46,46,46,46,46,43,43,43,43,43,43,43,43,43,43,43,44,43,44,44,43,43,44,44,44,44,44,44,44,44,44,44,44,44,43,44,45,45,44,44,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,46,46,46,46,46,46,46,46,46,45,45,46,46,46,43,44,44,44,44,43,44,42,42,42,43,43,43,44,44,44,44,45,45,45,45,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,46,45,45,44,44,43,42,42,41,41,41,40,40,40,39,39,39,38,38,38,38,38,37,37,37,37,37,36,36,36,36,36,35,35,35,35,35,35,34,34,34,34,34,34,33,33,33,33,33,33,33
2024,2,7,33,33,32,33,33,33,33,34,34,34,35,35,35,37,39,41,43,43,44,45,45,46,47,48,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,50,50,50,50,49,49,49,49,49,49,49,48,49,49,49,51,60,50,75,60,60,51,51,58,58,58,58,58,58,58,59,59,59,59,58,58,58,57,57,57,57,57,58,59,58,58,58,59,59,58,58,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,58,58,58,58,58,58,58,58,57,57,57,57,57,57,55,56,56,56,56,58,74,54,54,54,54,55,55,55,55,55,55,55,55,55,56,56,56,56,56,55,55,54,53,52,51,50,49,48,46,45,44,43,43,42,42,41,41,41,40,40,40,40,40,40,40,39,39,39,39,39,38,38,39,38,38,38,38,37,38,38,37,37,37,37,37,37,36,36,36,36,35,35,35,35,35,35,34,34,34,34,34,34,34,33
2024,2,8,33,33,33,33,33,33,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,36,44,33,33,47,34,34,34,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,43,43,43,43,43,44,44,44,44,44,44,44,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,41,41,41,41,41,41,41,41,41,41,41,41,41,41,38,38,39,38,39,39,49,36,36,37,37,37,37,38,38,38,38,38,39,39,39,39,39,40,40,40,40,40,40,40,39,39,39,39,39,39,38,38,38,38,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,35,35,35,35,35,34,34,34,34,34,34,33,33,33,33,33,33,33,32,32,32,32,32,32
2024,2,9,32,32,32,31,31,31,31,31,31,31,30,31,31,31,30,30,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,50,32,32,50,64,64,64,50,50,50,50,50,50,50,50,50,50,50,50,50,51,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,37,38,37,37,37,37,37,37,37,37,37,37,37,37,36,37,37,37,37,37,37,38,39,39,39,39,38,38,38,39,40,40,42,43,47,47,47,47,47,47,47,48,47,47,46,46,45,45,45,44,44,43,44,48,50,51,44,46,43,40,40,40,40,40,40,41,42,43,43,43,44,44,44,43,43,43,44,43,44,44,44,43,43,43,43,42,41,41,41,40,40,40,40,39,39,39,39,39,39,38,38,38,38,38,38,37,37,37,37,37,36,36,36,36,36,35,35,35,35,35,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,31
2024,2,10,31,31,31,31,31,31,31,32,32,32,32,32,32,33,33,33,33,34,34,34,35,35,35,35,35,36,36,36,37,37,38,37,38,38,38,39,39,39,40,40,40,39,39,38,38,38,38,38,38,38,39,39,39,39,40,40,40,39,39,40,41,41,41,41,42,41,42,42,42,42,42,42,42,42,42,42,41,41,41,40,40,44,42,39,39,47,39,39,39,47,47,47,47,47,47,47,51,51,51,51,55,55,55,44,44,47,47,47,43,43,44,44,43,43,43,43,43,43,42,42,42,43,43,43,43,44,44,44,44,44,44,45,45,45,45,47,48,48,49,50,50,50,50,51,51,51,49,49,48,47,47,47,47,47,46,47,47,47,47,48,48,48,48,47,46,46,46,45,45,44,44,44,43,43,43,43,43,43,43,43,43,43,43,47,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,44,44,43,44,66,70,47,43,43,43,44,44,44,45,45,45,45,45,45,46,47,47,48,49,49,50,50,50,50,49,49,49,49,49,49,49,48,48,48,48,48,48,47,47,48,48,48,48,47,47,47,47,47,46,46,46,45,45,44,45,44,44,43,43,43,42,42,42,42,42,42,42,42,42,42,42,41,40,40,40,40,39,39,39,38,38,37,37,36
2024,2,11,36,35,35,35,35,34,34,34,34,34,34,34,34,34,33,33,33,32,32,32,32,32,32,31,32,32,31,31,31,31,31,31,31,31,31,31,31,31,30,30,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,33,33,33,33,34,34,35,35,35,35,36,36,36,37,37,37,38,38,38,38,38,38,38,39,52,38,38,38,38,38,38,50,46,46,50,50,50,50,47,47,47,47,48,47,47,47,47,47,46,47,47,47,47,47,47,47,47,47,46,46,46,46,43,43,43,43,43,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,42,42,52,51,52,51,41,41,41,42,42,41,41,41,41,41,41,41,41,51,51,51,51,41,41,41,41,41,51,51,41,41,41,41,41,41,41,40,44,44,44,44,59,59,59,59,59,59,59,44,59,49,49,50,50,50,42,60,63,40,40,40,41,41,41,41,41,41,42,42,42,42,42,43,43,43,43,43,43,43,43,42,42,42,42,42,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,39,39,39,39,39,39,38,38,38,38,38,38,37,37,37,37,36,36,35,35,35,35,35,35,35,35,35,35,35,34,34,34,34,34,34,33,33,33
2024,2,12,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,31,31,32,31,31,31,31,31,31,31,32,32,32,31,31,31,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,35,35,36,35,36,36,36,36,36,37,37,38,38,38,38,38,38,38,38,42,47,39,54,68,68,39,39,51,50,50,50,50,50,50,51,51,51,47,47,50,50,50,50,50,50,45,46,54,54,54,46,46,47,46,46,46,46,47,47,47,47,47,47,47,47,55,55,55,47,47,47,47,47,47,47,47,47,47,47,47,48,48,47,47,55,55,55,55,55,55,55,55,55,55,55,57,57,57,57,57,57,57,56,56,56,56,53,53,56,55,55,55,55,55,55,52,52,52,52,55,55,55,60,60,60,59,60,59,59,59,59,62,62,62,62,51,60,60,54,62,50,43,46,43,41,41,41,42,42,42,42,42,43,43,43,43,43,43,44,44,44,44,45,45,45,45,44,44,44,44,43,43,43,43,43,43,43,42,42,42,42,42,42,42,41,41,41,41,40,40,40,40,39,39,39,39,39,38,38,38,38,38,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,35,35,35,35,35,35,34,34
2024,2,13,34,34,34,34,34,33,33,33,33,33,34,34,34,34,35,35,35,36,36,36,36,36,36,36,36,37,37,36,36,37,37,38,38,38,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,38,38,38,38,39,38,39,39,39,39,39,39,40,40,40,40,40,40,41,41,41,41,41,41,56,41,69,69,69,69,69,56,56,56,56,55,55,55,56,55,55,55,55,55,55,55,55,55,43,43,44,44,43,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,47,47,47,47,44,44,44,44,44,48,48,48,53,53,54,49,49,49,55,55,55,55,56,56,56,56,56,56,57,57,57,58,58,58,58,58,58,58,58,58,58,57,57,48,48,58,48,57,57,57,58,65,65,65,65,65,68,67,67,67,67,67,67,72,72,73,73,73,67,70,70,69,55,48,62,69,53,54,50,50,51,52,53,55,56,56,56,57,57,57,57,57,57,57,57,57,57,56,56,56,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,55,55,55,55,55,54,54,54,54,54,54,53,53,53,53,53,52,52,52,52,52,51,51,51,51,51,51,50,50,50,50,50,50,49,49,49,49,49,49,48
2024,2,14,48,48,48,48,47,47,46,46,45,45,45,45,45,44,44,44,44,43,44,44,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,45,45,45,45,45,46,46,46,46,46,47,47,48,48,48,49,49,49,49,50,50,50,50,51,51,51,51,51,51,52,55,52,52,52,59,59,59,59,59,59,59,62,59,59,60,60,60,60,60,60,60,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,65,65,65,65,65,65,65,65,65,65,65,65,65,64,64,65,65,65,64,64,64,64,63,63,63,63,63,62,62,63,63,63,63,70,70,63,63,62,73,68,68,73,67,66,72,67,67,67,67,67,67,67,58,58,67,63,56,61,54,54,53,53,54,54,53,53,53,53,53,53,53,53,53,52,52,52,52,52,51,51,51,51,50,49,49,48,48,47,47,47,46,46,46,45,45,45,45,45,45,45,44,44,44,44,44,44,44,43,44,44,44,44,44,44,43,43,42,42,42,42,41,41,41,41,41,41,41,41,41,41,40,40,40,40,39,39,39,38,38,38,38,38
